LOCAL_MEETING_DATE,SCHEDULED_RACE_TIME,ACTUAL_OFF_TIME,TRACK,STATE_CODE,RACE_NO,WIN_MARKET_ID,WIN_MARKET_NAME,PLACE_MARKET_ID,RACING_TYPE,DISTANCE,RACE_TYPE,SELECTION_ID,TAB_NUMBER,SELECTION_NAME,WIN_RESULT,WIN_BSP,PLACE_RESULT,PLACE_BSP,WIN_BSP_VOLUME,WIN_PREPLAY_MAX_PRICE_TAKEN,WIN_PREPLAY_MIN_PRICE_TAKEN,WIN_PREPLAY_LAST_PRICE_TAKEN,WIN_PREPLAY_WEIGHTED_AVERAGE_PRICE_TAKEN,WIN_PREPLAY_VOLUME,WIN_INPLAY_MAX_PRICE_TAKEN,WIN_INPLAY_MIN_PRICE_TAKEN,WIN_LAST_PRICE_TAKEN,WIN_INPLAY_WEIGHTED_AVERAGE_PRICE_TAKEN,WIN_INPLAY_VOLUME,PLACE_BSP_VOLUME,PLACE_MAX_PRICE_TAKEN,PLACE_MIN_PRICE_TAKEN,PLACE_LAST_PRICE_TAKEN,PLACE_WEIGHTED_AVERAGE_PRICE_TAKEN,PLACE_PREPLAY_VOLUME,BEST_AVAIL_BACK_AT_SCHEDULED_OFF,BEST_AVAIL_LAY_AT_SCHEDULED_OFF,BACK_MARKET_PERCENTAGE_AT_SCHEDULED_OFF,LAY_MARKET_PERCENTAGE_AT_SCHEDULED_OFF
2023-04-01,18:13:00.000,18:14:00.000,Albion Park,QLD,1,212077898,R1 2138m Pace M,212077899,Harness,2138,Pace,19728354,1,Hipstar,WINNER,2.04,WINNER,1.19,2686,2.72,1.93,2.06,2.06,12465.98,2.88,1.01,1.02,1.35,5046.54,2822.67,1.46,1.19,1.19,1.23,976.39,1.97,2,1.02,0.99
2023-04-01,18:13:00.000,18:14:00.000,Albion Park,QLD,1,212077898,R1 2138m Pace M,212077899,Harness,2138,Pace,37258173,2,Congo Line,LOSER,40,WINNER,5.86,145.83,95,30,30,50.67,136.36,800,30,700,129.94,7.87,328.28,5.7,4.6,5.7,5.57,99.45,42,48,1.02,0.99
2023-04-01,18:13:00.000,18:14:00.000,Albion Park,QLD,1,212077898,R1 2138m Pace M,212077899,Harness,2138,Pace,40701152,3,Bombadier Jujon,LOSER,23,LOSER,4.08,196.43,30,13,23,21.46,339.48,890,12,800,57.63,21.53,446.05,3.95,3.15,3.35,3.79,10.05,23,26,1.02,0.99
2023-04-01,18:13:00.000,18:14:00.000,Albion Park,QLD,1,212077898,R1 2138m Pace M,212077899,Harness,2138,Pace,27857905,4,Call Me Keith,LOSER,8.96,LOSER,2.08,749.64,12.5,5.4,7,7.5,11177.62,800,4.2,800,9.49,422.57,774.7,2.52,1.92,1.92,2.25,199.74,9,9.2,1.02,0.99
2023-04-01,18:13:00.000,18:14:00.000,Albion Park,QLD,1,212077898,R1 2138m Pace M,212077899,Harness,2138,Pace,27614811,5,Golightly,LOSER,102.77,LOSER,13.81,82.89,200,38,100,121.84,95.56,490,85,490,264.63,1.11,137.69,10,8.8,10,9.85,30.25,120,160,1.02,0.99
2023-04-01,18:13:00.000,18:14:00.000,Albion Park,QLD,1,212077898,R1 2138m Pace M,212077899,Harness,2138,Pace,25404161,6,Stormtide,LOSER,134.83,LOSER,27.27,47.79,170,20,150,94.38,128.76,430,34,430,136.05,2.58,3.77,27,3.05,27,13.28,3.23,100,150,1.02,0.99
2023-04-01,18:13:00.000,18:14:00.000,Albion Park,QLD,1,212077898,R1 2138m Pace M,212077899,Harness,2138,Pace,1158894,7,Copperfield,LOSER,147.01,LOSER,41.57,110.61,510,55,120,158.5,78.84,700,85,590,511.9,1.1,3.67,,,,,,200,210,1.02,0.99
2023-04-01,18:13:00.000,18:14:00.000,Albion Park,QLD,1,212077898,R1 2138m Pace M,212077899,Harness,2138,Pace,37467848,8,Oaxacan Dream,LOSER,4.25,WINNER,1.45,1490.3,4.5,3.3,4.3,4.12,6598.21,400,2.14,300,4.43,331.19,1283.17,1.98,1.42,1.56,1.68,422.17,4.1,4.2,1.02,0.99
2023-04-01,18:13:00.000,18:14:00.000,Albion Park,QLD,1,212077898,R1 2138m Pace M,212077899,Harness,2138,Pace,35453100,9,Rocks Or Diamonds,LOSER,20.86,LOSER,2.72,462.55,25,12,20,18.86,750.56,890,17.5,700,103.41,23.29,762.94,3.75,2.6,2.72,2.86,417.63,17.5,18,1.02,0.99
2023-04-01,18:13:00.000,18:14:00.000,Albion Park,QLD,1,212077898,R1 2138m Pace M,212077899,Harness,2138,Pace,10199223,10,Swaggie Shannon,LOSER,120,LOSER,15.4,102.81,410,80,120,125.62,162.07,800,65,700,356.18,1.42,121.5,13,12,12,12.7,24.99,80,85,1.02,0.99
